well_id,plate,row,column,benomyl_says_diploid,flow_says_diploid,benomyl_is_borderline,agreement,disagreement_type,disagreement_explanation,benomyl_confidence,flow_confidence,benomyl_notes,benomyl_double_checked,flow_all_events_count,flow_singlets_count,flow_haploid_count,flow_diploid_count,flow_ambiguous_count,flow_haploid_percent,flow_diploid_percent,flow_ambiguous_percent,flow_mixed_population,flow_source_file,in_benomyl,in_flow
WGS1B4,1,B,4,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.24553846153846157,,False,5000.0,1625.0,2.0,399.0,1224.0,0.12307692307692308,24.553846153846155,75.32307692307693,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B5,1,B,5,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.2744436952124073,,False,5000.0,2966.0,0.0,814.0,2152.0,0.0,27.44436952124073,72.55563047875927,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B6,1,B,6,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.2605659683939728,,False,5000.0,2721.0,1.0,709.0,2011.0,0.03675119441381845,26.05659683939728,73.9066519661889,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B7,1,B,7,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1B8,1,B,8,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.3625632377740304,,False,5000.0,3558.0,1290.0,2.0,2266.0,36.25632377740304,0.056211354693648116,63.68746486790332,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B9,1,B,9,False,False,False,True,,,1.0,0.4024425705146845,,False,5000.0,3439.0,1384.0,2.0,2053.0,40.24425705146845,0.05815644082582146,59.69758650770572,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B10,1,B,10,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1B11,1,B,11,False,False,False,True,,,1.0,0.3286595625350533,,False,5000.0,3566.0,1172.0,6.0,2388.0,32.86595625350533,0.16825574873808188,66.96578799775659,True,WGS1_ploidy_assay.xlsx,True,True
WGS1B12,1,B,12,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1C1,1,C,1,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.4960828203693341,,False,5000.0,3574.0,1773.0,3.0,1798.0,49.60828203693341,0.08393956351426973,50.307778399552326,True,WGS1_ploidy_assay.xlsx,True,True
WGS1C2,1,C,2,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.5453985841797476,,False,5000.0,3249.0,1772.0,2.0,1475.0,54.53985841797476,0.06155740227762388,45.398584179747616,True,WGS1_ploidy_assay.xlsx,True,True
WGS1C3,1,C,3,True,True,False,True,,,1.0,0.16112789526686808,low control growth,False,5000.0,2979.0,314.0,480.0,2185.0,10.540449815374286,16.112789526686807,73.3467606579389,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C4,1,C,4,False,False,False,True,,,1.0,0.2950166112956811,,False,5000.0,3010.0,888.0,2.0,2120.0,29.501661129568106,0.0664451827242525,70.43189368770764,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C5,1,C,5,True,False,True,False,benomyl_diploid_flow_haploid,Both methods show uncertainty,0.5,0.4658549497088407,,False,5000.0,3778.0,1760.0,6.0,2012.0,46.58549497088407,0.15881418740074113,53.2556908417152,True,WGS1_ploidy_assay.xlsx,True,True
WGS1C6,1,C,6,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.3827204569796501,,False,5000.0,2801.0,1072.0,4.0,1725.0,38.27204569796501,0.14280614066404856,61.58514816137094,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C7,1,C,7,True,True,True,True,,,0.5,0.09350434422838229,,False,5000.0,2417.0,1.0,226.0,2190.0,0.04137360364087712,9.350434422838228,90.60819197352089,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C8,1,C,8,True,True,False,True,,,1.0,0.20861516553933787,,False,5000.0,2809.0,0.0,586.0,2223.0,0.0,20.861516553933786,79.13848344606622,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C9,1,C,9,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.24473792818819645,,False,5000.0,2423.0,2.0,593.0,1828.0,0.08254230293025176,24.473792818819646,75.4436648782501,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C10,1,C,10,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.1547768043387568,,False,5000.0,2397.0,2.0,371.0,2024.0,0.08343763037129745,15.47768043387568,84.43888193575303,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1C11,1,C,11,False,True,True,False,benomyl_haploid_flow_diploid,Both methods show uncertainty,0.5,0.26808228268082285,low control growth,False,5000.0,3014.0,1.0,808.0,2205.0,0.033178500331785,26.808228268082285,73.15859323158594,True,WGS1_ploidy_assay.xlsx,True,True
WGS1C12,1,C,12,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1D1,1,D,1,True,True,False,True,,,1.0,0.1817531305903399,,False,5000.0,2795.0,3.0,508.0,2284.0,0.1073345259391771,18.17531305903399,81.71735241502684,True,WGS1_ploidy_assay.xlsx,True,True
WGS1D2,1,D,2,True,True,False,True,,,1.0,0.15722495894909688,low control growth,False,5000.0,2436.0,23.0,383.0,2030.0,0.9441707717569787,15.722495894909688,83.33333333333334,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D3,1,D,3,False,False,True,True,,,0.5,0.4904694167852062,,False,5000.0,3515.0,1724.0,2.0,1789.0,49.046941678520625,0.05689900426742533,50.89615931721195,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D4,1,D,4,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.2894893111638955,,False,5000.0,3368.0,975.0,15.0,2378.0,28.94893111638955,0.44536817102137766,70.60570071258907,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D5,1,D,5,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.10785536159600997,,False,5000.0,1604.0,6.0,173.0,1425.0,0.3740648379052369,10.785536159600998,88.84039900249377,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D6,1,D,6,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.3829787234042554,low control growth,False,5000.0,2726.0,1044.0,0.0,1682.0,38.297872340425535,0.0,61.702127659574465,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D7,1,D,7,False,False,True,True,,,0.5,0.3787928221859707,,False,5000.0,3065.0,1161.0,0.0,1904.0,37.87928221859707,0.0,62.12071778140293,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D8,1,D,8,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.4090909090909091,low control growth,False,5000.0,3718.0,1521.0,4.0,2193.0,40.909090909090914,0.10758472296933834,58.98332436793975,True,WGS1_ploidy_assay.xlsx,True,True
WGS1D9,1,D,9,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.1768622555139409,,False,5000.0,2403.0,425.0,5.0,1973.0,17.68622555139409,0.20807324178110698,82.1057012068248,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D10,1,D,10,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.14545454545454545,,False,5000.0,2585.0,2.0,376.0,2207.0,0.07736943907156672,14.545454545454545,85.37717601547389,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1D11,1,D,11,False,True,True,False,benomyl_haploid_flow_diploid,Both methods show uncertainty,0.5,0.27225972356155576,,False,5000.0,3111.0,0.0,847.0,2264.0,0.0,27.225972356155577,72.77402764384442,True,WGS1_ploidy_assay.xlsx,True,True
WGS1D12,1,D,12,True,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS1E1,1,E,1,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.4978632478632478,,False,5000.0,3276.0,1631.0,2.0,1643.0,49.78632478632478,0.06105006105006105,50.15262515262515,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E2,1,E,2,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.48310454065469904,,False,5000.0,1894.0,915.0,1.0,978.0,48.310454065469905,0.05279831045406547,51.63674762407603,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E3,1,E,3,True,True,False,True,,,1.0,0.2576596530084902,,False,5000.0,2709.0,7.0,698.0,2004.0,0.2583979328165375,25.765965300849018,73.97563676633445,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E4,1,E,4,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.34076433121019106,,False,5000.0,3454.0,1177.0,2.0,2275.0,34.07643312101911,0.05790387955993051,65.86566299942096,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E5,1,E,5,True,True,False,True,,,1.0,0.1616661811826391,,False,5000.0,3433.0,554.0,555.0,2324.0,16.13748907660938,16.16661811826391,67.69589280512672,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E6,1,E,6,False,False,False,True,,,1.0,0.27808326787117044,,False,5000.0,3819.0,1062.0,7.0,2750.0,27.808326787117043,0.1832940560356114,72.00837915684734,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E7,1,E,7,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.23511705685618728,,False,5000.0,2990.0,37.0,703.0,2250.0,1.2374581939799332,23.51170568561873,75.25083612040135,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E8,1,E,8,False,False,False,True,,,1.0,0.4095010615711253,,False,5000.0,3768.0,1543.0,5.0,2220.0,40.95010615711253,0.1326963906581741,58.917197452229296,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E9,1,E,9,False,False,False,True,,,1.0,0.4012827663134411,,False,5000.0,3586.0,1439.0,1.0,2146.0,40.128276631344114,0.027886224205242612,59.84383714445064,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E10,1,E,10,True,False,True,False,benomyl_diploid_flow_haploid,Both methods show uncertainty,0.5,0.38289036544850497,,False,5000.0,3612.0,1383.0,2.0,2227.0,38.2890365448505,0.05537098560354374,61.65559246954596,True,WGS1_ploidy_assay.xlsx,True,True
WGS1E11,1,E,11,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1E12,1,E,12,False,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS1F1,1,F,1,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.5442622950819672,,False,5000.0,3355.0,1826.0,1.0,1528.0,54.42622950819672,0.029806259314456036,45.54396423248882,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F2,1,F,2,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1F3,1,F,3,False,False,False,True,,,1.0,0.39090166167256885,,False,5000.0,3671.0,1435.0,2.0,2234.0,39.09016616725688,0.05448106782892945,60.855352764914194,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F4,1,F,4,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.2380286613072352,,False,5000.0,2861.0,3.0,681.0,2177.0,0.10485844110450893,23.802866130723523,76.09227542817196,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F5,1,F,5,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.24196185286103541,,False,5000.0,1835.0,23.0,444.0,1368.0,1.2534059945504086,24.196185286103542,74.55040871934605,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F6,1,F,6,False,False,False,True,,,1.0,0.35440359693202855,,False,5000.0,3781.0,1340.0,11.0,2430.0,35.44035969320286,0.29092832583972494,64.26871198095742,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F7,1,F,7,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.24311458687521253,,False,5000.0,2941.0,2.0,715.0,2224.0,0.06800408024481469,24.311458687521252,75.62053723223393,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F8,1,F,8,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.12517099863201095,,False,5000.0,1462.0,2.0,183.0,1277.0,0.13679890560875513,12.517099863201095,87.34610123119015,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F9,1,F,9,True,False,True,False,benomyl_diploid_flow_haploid,Both methods show uncertainty,0.5,0.3846368715083799,,False,5000.0,3580.0,1377.0,3.0,2200.0,38.46368715083799,0.08379888268156424,61.452513966480446,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F10,1,F,10,False,False,False,True,,,1.0,0.38143176733780765,,False,5000.0,3576.0,1364.0,1.0,2211.0,38.14317673378076,0.02796420581655481,61.828859060402685,True,WGS1_ploidy_assay.xlsx,True,True
WGS1F11,1,F,11,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1F12,1,F,12,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1G1,1,G,1,False,False,True,True,,,0.5,0.41706539074960125,,False,5000.0,3762.0,1569.0,1.0,2192.0,41.706539074960126,0.026581605528973953,58.2668793195109,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G2,1,G,2,True,False,True,False,benomyl_diploid_flow_haploid,Both methods show uncertainty,0.5,0.47520420070011665,,False,5000.0,3428.0,1629.0,0.0,1799.0,47.52042007001167,0.0,52.47957992998833,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G3,1,G,3,False,True,True,False,benomyl_haploid_flow_diploid,Both methods show uncertainty,0.5,0.28883099967437315,,False,5000.0,3071.0,0.0,887.0,2184.0,0.0,28.883099967437314,71.11690003256268,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G4,1,G,4,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.2436600411240576,,False,5000.0,2918.0,1.0,711.0,2206.0,0.034270047978067174,24.366004112405758,75.59972583961617,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G5,1,G,5,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.21115384615384616,,False,5000.0,2600.0,5.0,549.0,2046.0,0.19230769230769232,21.115384615384617,78.6923076923077,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G6,1,G,6,True,True,False,True,,,1.0,0.271356783919598,,False,5000.0,2786.0,0.0,756.0,2030.0,0.0,27.1356783919598,72.8643216080402,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G7,1,G,7,True,True,False,True,,,1.0,0.24391057724391058,,False,5000.0,2997.0,9.0,731.0,2257.0,0.3003003003003003,24.391057724391057,75.30864197530865,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G8,1,G,8,False,False,False,True,,,1.0,0.4692881745120551,,False,5000.0,3484.0,1635.0,4.0,1845.0,46.92881745120551,0.1148105625717566,52.95637198622273,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G9,1,G,9,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.36710963455149503,,False,5000.0,3612.0,1326.0,2.0,2284.0,36.7109634551495,0.05537098560354374,63.23366555924695,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G10,1,G,10,True,True,False,True,,,1.0,0.23802962452635204,,False,5000.0,2903.0,1.0,691.0,2211.0,0.03444712366517396,23.802962452635203,76.16259042369961,True,WGS1_ploidy_assay.xlsx,True,True
WGS1G11,1,G,11,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1G12,1,G,12,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1H1,1,H,1,True,True,False,True,,,1.0,0.17099963383376054,,False,5000.0,2731.0,92.0,467.0,2172.0,3.36872940314903,17.099963383376053,79.53130721347492,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H2,1,H,2,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1H3,1,H,3,True,True,False,True,,,1.0,0.17700205338809036,,False,5000.0,2435.0,0.0,431.0,2004.0,0.0,17.700205338809035,82.29979466119096,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H4,1,H,4,True,True,False,True,,,1.0,0.1872465904902322,,False,5000.0,2713.0,5.0,508.0,2200.0,0.18429782528566163,18.72465904902322,81.09104312569112,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H5,1,H,5,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1H6,1,H,6,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.41373419883840107,control growth weird,False,5000.0,2927.0,1211.0,2.0,1714.0,41.37341988384011,0.0683293474547318,58.55825076870516,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H7,1,H,7,False,False,False,True,,,1.0,0.4031787220240026,,False,5000.0,3083.0,1243.0,3.0,1837.0,40.31787220240026,0.09730781706130393,59.58481998053844,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H8,1,H,8,True,True,False,True,,,1.0,0.180630284396618,,False,5000.0,2602.0,4.0,470.0,2128.0,0.15372790161414296,18.0630284396618,81.78324365872406,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H9,1,H,9,True,True,False,True,,,1.0,0.14467408585055644,,False,5000.0,2516.0,1.0,364.0,2151.0,0.0397456279809221,14.467408585055644,85.49284578696343,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H10,1,H,10,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS1H11,1,H,11,True,True,False,True,,,1.0,0.22588741484403013,,False,5000.0,2789.0,0.0,630.0,2159.0,0.0,22.588741484403013,77.411258515597,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS1H12,1,H,12,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A1,2,A,1,True,True,False,True,,,1.0,0.26374031722611585,,False,5000.0,2711.0,0.0,715.0,1996.0,0.0,26.374031722611583,73.62596827738842,True,WGS2_ploid_assay.xlsx,True,True
WGS2A2,2,A,2,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A3,2,A,3,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A4,2,A,4,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A5,2,A,5,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A6,2,A,6,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A7,2,A,7,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A8,2,A,8,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A9,2,A,9,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A10,2,A,10,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A11,2,A,11,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2A12,2,A,12,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B1,2,B,1,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.15424311926605505,,False,5000.0,3488.0,0.0,538.0,2950.0,0.0,15.424311926605505,84.57568807339449,True,WGS2_ploid_assay.xlsx,True,True
WGS2B2,2,B,2,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B3,2,B,3,True,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS2B4,2,B,4,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B5,2,B,5,True,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS2B6,2,B,6,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B7,2,B,7,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B8,2,B,8,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B9,2,B,9,True,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS2B10,2,B,10,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2B11,2,B,11,True,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS2B12,2,B,12,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C1,2,C,1,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C2,2,C,2,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C3,2,C,3,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C4,2,C,4,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C5,2,C,5,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C6,2,C,6,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C7,2,C,7,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C8,2,C,8,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C9,2,C,9,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C10,2,C,10,True,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C11,2,C,11,False,,False,,,,1.0,,,False,,,,,,,,,,,True,False
WGS2C12,2,C,12,False,,True,,,,0.5,,,False,,,,,,,,,,,True,False
WGS2D1,2,D,1,False,,False,,,,1.0,,is it strage that this entire row (plate 1 row D is completely alternating?,False,,,,,,,,,,,True,False
WGS2D2,2,D,2,True,True,False,True,,,1.0,0.1806167400881057,,False,5000.0,2497.0,2.0,451.0,2044.0,0.08009611533840609,18.06167400881057,81.85822987585102,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D3,2,D,3,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.20164917541229385,,False,5000.0,2668.0,0.0,538.0,2130.0,0.0,20.164917541229386,79.83508245877061,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D4,2,D,4,True,True,False,True,,,1.0,0.21947726459004657,,False,5000.0,2793.0,0.0,613.0,2180.0,0.0,21.947726459004656,78.05227354099534,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D5,2,D,5,False,False,False,True,,,1.0,0.40257418662853056,,False,5000.0,2797.0,1126.0,9.0,1662.0,40.257418662853055,0.32177332856632107,59.420808008580615,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D6,2,D,6,True,False,False,False,benomyl_diploid_flow_haploid,Mixed or unclear population in flow cytometry,1.0,0.3578431372549019,,False,5000.0,2856.0,1022.0,0.0,1834.0,35.78431372549019,0.0,64.2156862745098,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D7,2,D,7,False,False,False,True,,,1.0,0.3523006673691606,,False,5000.0,2847.0,1003.0,2.0,1842.0,35.23006673691606,0.07024938531787847,64.69968387776606,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D8,2,D,8,True,True,False,True,,,1.0,0.16986769099445154,,False,5000.0,2343.0,28.0,398.0,1917.0,1.195049082373026,16.986769099445155,81.81818181818183,True,WGShybrid_ploidy_assay.xlsx,True,True
WGS2D9,2,D,9,False,True,False,False,benomyl_haploid_flow_diploid,Mixed or unclear population in flow cytometry,1.0,0.2687651331719128,,False,5000.0,2891.0,0.0,777.0,2114.0,0.0,26.876513317191282,73.12348668280872,True,WGShybrid_ploidy_assay.xlsx,True,True
